tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
History,1252,University of North Texas,Jay,,Tomlin,2519521,8,good,TEACHER,PROFESSOR,3.7
History,1252,University of North Texas,Logan,,Tomlin,2526621,8,good,TEACHER,PROFESSOR,4.5
History,1252,University of North Texas,J. L.,,Tomlin,2517745,21,good,TEACHER,PROFESSOR,4.4
Theater,1252,University of North Texas,Mario,,Tooch,196892,10,good,TEACHER,PROFESSOR,4.2
History,1252,University of North Texas,Andrew,,Torget,1399471,84,good,TEACHER,PROFESSOR,4.9
Spanish,1252,University of North Texas,Alfredo,,Torres,1152923,15,average,TEACHER,PROFESSOR,3.3
Education,1252,University of North Texas,Annette,,Torres,1301218,0,zero,TEACHER,PROFESSOR,N/A
Business,1252,University of North Texas,Russell,,Torres,1841491,8,average,TEACHER,PROFESSOR,3.2
Music,1252,University of North Texas,Jose,Raul,Torres,2166047,3,poor,TEACHER,PROFESSOR,1.3
Hotel amp Restaurant Management,1252,University of North Texas,Bryan,,Torres,2471018,0,zero,TEACHER,PROFESSOR,N/A
Information Science,1252,University of North Texas,Herman,,Totten,773032,3,average,TEACHER,PROFESSOR,2.5
Behavioral Sciences,1252,University of North Texas,Karen,,Toussaint,1780413,7,good,TEACHER,PROFESSOR,5.0
Criminal Justice,1252,University of North Texas,Adam,,Trahan,1177603,55,good,TEACHER,PROFESSOR,3.9
Rehabilitative Studies,1252,University of North Texas,Amy,,Trail,2084485,18,average,TEACHER,PROFESSOR,3.5
Hospitality,1252,University of North Texas,Jim,,Traister,2017553,1,poor,TEACHER,PROFESSOR,1.0
Marketing,1252,University of North Texas,Gina,,Tran,1089016,9,good,TEACHER,PROFESSOR,4.8
Marketing,1252,University of North Texas,Trang Phuc,,Tran,1491488,5,poor,TEACHER,PROFESSOR,1.9
Mathematics,1252,University of North Texas,Huang Thi,,Tran,1494427,11,average,TEACHER,PROFESSOR,3.4
Mathematics,1252,University of North Texas,Huong,,Tran,2275975,7,good,TEACHER,PROFESSOR,4.0
Mathematics,1252,University of North Texas,Hugette,,Tran,1540355,35,good,TEACHER,PROFESSOR,3.5
Mathematics,1252,University of North Texas,Huguette,,Tran,2692923,2,good,TEACHER,PROFESSOR,4.5
Education,1252,University of North Texas,Uyen,,Tran-Parsons,2708702,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1252,University of North Texas,Matt,,Traum,1046436,7,good,TEACHER,PROFESSOR,4.6
Art,1252,University of North Texas,Sarah,Teresa,Travis,2255960,2,average,TEACHER,PROFESSOR,3.0
Behavioral Sciences,1252,University of North Texas,Kay,,Treacher,1688066,1,good,TEACHER,PROFESSOR,5.0
Communication,1252,University of North Texas,Shaun,,Treat,1312339,3,average,TEACHER,PROFESSOR,3.3
Education,1252,University of North Texas,Vida,,Trevino,1291418,0,zero,TEACHER,PROFESSOR,N/A
Kinesiology,1252,University of North Texas,David,,Trevino,1816902,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1252,University of North Texas,Virginia,,Trevizo-Wells,1625543,0,zero,TEACHER,PROFESSOR,N/A
Art History,1252,University of North Texas,Theodoros,L,Triandos,1878437,8,good,TEACHER,PROFESSOR,3.6
English,1252,University of North Texas,Michael,R,Trice,1811513,3,good,TEACHER,PROFESSOR,5.0
Business,1252,University of North Texas,Niranjan,,Tripathy,418615,31,average,TEACHER,PROFESSOR,2.9
Psychology,1252,University of North Texas,Zina,,Trost,1816901,9,good,TEACHER,PROFESSOR,3.8
Communication,1252,University of North Texas,Justin,,Trudeau,831350,10,good,TEACHER,PROFESSOR,4.9
Criminal Justice,1252,University of North Texas,Chad,,Trulson,659102,52,good,TEACHER,PROFESSOR,4.6
Music,1252,University of North Texas,Robert,S,Trusko,2729063,1,poor,TEACHER,PROFESSOR,2.0
Philosophy,1252,University of North Texas,Maureen,,Trussell,2703980,0,zero,TEACHER,PROFESSOR,N/A
History,1252,University of North Texas,Luke,,Truxal,2032634,23,good,TEACHER,PROFESSOR,4.4
Computer Science,1252,University of North Texas,Costas,,Tsatsoulis,2383878,0,zero,TEACHER,PROFESSOR,N/A
Education,1252,University of North Texas,Robyn,,Tschantz,1707315,11,average,TEACHER,PROFESSOR,3.4
Philosophy,1252,University of North Texas,Rika,,Tsuji,2448434,7,good,TEACHER,PROFESSOR,4.4
Rehabilitative Studies,1252,University of North Texas,Wei Mo,,Tu,2145350,2,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Jennifer,,Tullos,2646533,3,good,TEACHER,PROFESSOR,5.0
Philosophy,1252,University of North Texas,Joseph,A,Tuminello,1815291,48,good,TEACHER,PROFESSOR,4.8
Computer Science,1252,University of North Texas,Cihan,,Tunc,2677504,1,poor,TEACHER,PROFESSOR,1.0
Political Science,1252,University of North Texas,Mathieu,,Turgeon,942689,11,good,TEACHER,PROFESSOR,4.3
Foods & Nutrition,1252,University of North Texas,Stephanie,,Turkel,2505195,8,good,TEACHER,PROFESSOR,5.0
History,1252,University of North Texas,Elizabeth,,Turner,541148,12,good,TEACHER,PROFESSOR,4.8
Gerontology,1252,University of North Texas,Keith,,Turner,629712,15,good,TEACHER,PROFESSOR,3.9
Visual Arts,1252,University of North Texas,Erin,,Turner,2043287,1,good,TEACHER,PROFESSOR,4.0
Information Science,1252,University of North Texas,Philip,,Turner,2092573,1,good,TEACHER,PROFESSOR,5.0
Music,1252,University of North Texas,Joseph,,Turner,2211751,2,good,TEACHER,PROFESSOR,4.5
Learning Technologies,1252,University of North Texas,John,R.,Turner,2669095,1,poor,TEACHER,PROFESSOR,1.0
Science,1252,University of North Texas,Philip,,Turner,669580,11,good,TEACHER,PROFESSOR,4.2
Psychology,1252,University of North Texas,Patrick,,Turnock,2610616,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Kimberly,,Tweedale,2416842,3,good,TEACHER,PROFESSOR,5.0
Media & Performing Arts,1252,University of North Texas,Neoma,,Twining,2631114,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1252,University of North Texas,Christy,,Twist,2212366,8,good,TEACHER,PROFESSOR,4.1
Education,1252,University of North Texas,Linda,,Tyrer,2049735,11,average,TEACHER,PROFESSOR,3.2
Hospitality,1252,University of North Texas,Todd,,Uglow,2664548,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,Christine,,Uhl,1581973,11,average,TEACHER,PROFESSOR,3.0
Mathematics,1252,University of North Texas,Valentine,,Ukenazor,2217663,0,zero,TEACHER,PROFESSOR,N/A
Fashion,1252,University of North Texas,Kristen,,Umberson,1151803,3,good,TEACHER,PROFESSOR,3.7
Geography,1252,University of North Texas,Robert,,Underwood,2201140,2,good,TEACHER,PROFESSOR,4.5
Journalism,1252,University of North Texas,Vivian,,Unger,1979732,20,average,TEACHER,PROFESSOR,2.8
Foreign Languages,1252,University of North Texas,Karen,,Upchurch,1425655,19,good,TEACHER,PROFESSOR,4.7
Spanish,1252,University of North Texas,Karen,,Upchurch,2020392,5,good,TEACHER,PROFESSOR,4.6
English,1252,University of North Texas,Robert,,Upchurch,148246,30,good,TEACHER,PROFESSOR,4.7
Criminal Justice,1252,University of North Texas,Alexander,H,Updegrove,2693759,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,Mariusz,,Urbanski,341777,19,average,TEACHER,PROFESSOR,2.7
Public Administration,1252,University of North Texas,Heriberto,,Urby,1223929,4,good,TEACHER,PROFESSOR,4.9
Mathematics,1252,University of North Texas,Daniel,,Uribe,2287953,9,poor,TEACHER,PROFESSOR,2.1
Statistics,1252,University of North Texas,Daniel,,Uribe,2376627,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1252,University of North Texas,Jenny,,Urquhart,1792076,1,good,TEACHER,PROFESSOR,4.5
Biology,1252,University of North Texas,Erin,,Ussery,1814737,2,good,TEACHER,PROFESSOR,5.0
Economics,1252,University of North Texas,Ekemini,,Usuah,2626004,0,zero,TEACHER,PROFESSOR,N/A
Logistics,1252,University of North Texas,Hasan,,Uvet,2374090,1,good,TEACHER,PROFESSOR,5.0
Computer Science,1252,University of North Texas,Ravikumar,,Vadapalli,2718062,0,zero,TEACHER,PROFESSOR,N/A
Human Development,1252,University of North Texas,Dimple,,Vadgama,2462788,2,average,TEACHER,PROFESSOR,3.0
Theater,1252,University of North Texas,Sally,,Vahle,1198008,4,good,TEACHER,PROFESSOR,5.0
Behavioral Sciences,1252,University of North Texas,Manish,,Vaidya,1046444,6,good,TEACHER,PROFESSOR,4.2
Engineering,1252,University of North Texas,Vijay,,Vaidyanathan,751695,14,good,TEACHER,PROFESSOR,4.4
Political Science,1252,University of North Texas,Benjamin,,Vail,2161113,43,good,TEACHER,PROFESSOR,4.1
Education,1252,University of North Texas,Lakshmi,,Valdes,2258923,0,zero,TEACHER,PROFESSOR,N/A
Art,1252,University of North Texas,Marie-Claire,,Valdez,2413195,2,good,TEACHER,PROFESSOR,5.0
Philosophy,1252,University of North Texas,Fabio,,Valenti Possamai,1916532,43,good,TEACHER,PROFESSOR,4.8
Film,1252,University of North Texas,Andrew,,Valentine,2416924,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,Ali,,Valoujerdi,2596680,5,good,TEACHER,PROFESSOR,3.8
Marketing,1252,University of North Texas,Eric,,Van Steenburg,1598859,13,good,TEACHER,PROFESSOR,4.3
Education,1252,University of North Texas,Frances,,Van Tassel,254465,6,average,TEACHER,PROFESSOR,3.0
English,1252,University of North Texas,Kendra,,Vanderlip,2526311,5,good,TEACHER,PROFESSOR,4.8
French,1252,University of North Texas,Paul,,Vanderpool,2162859,0,zero,TEACHER,PROFESSOR,N/A
Foreign Languages,1252,University of North Texas,Edith,,Vandervoort,1540357,8,poor,TEACHER,PROFESSOR,1.4
English,1252,University of North Texas,Zachary,,Vandezande,1465296,11,good,TEACHER,PROFESSOR,3.7
English,1252,University of North Texas,Jacqueline,,Vanhoutte,128535,24,good,TEACHER,PROFESSOR,4.2
Sociology/Applied Gerontology,1252,University of North Texas,Rukmini Soni,,Vanka,1609340,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,Orestis,,Vantzos,691409,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1252,University of North Texas,Murali,,Varanasi,2174645,4,average,TEACHER,PROFESSOR,2.5
Business,1252,University of North Texas,Johnson,,Varghese,2489764,45,good,TEACHER,PROFESSOR,3.8
Music,1252,University of North Texas,Megan,E,Varvir Coe,1787885,4,good,TEACHER,PROFESSOR,4.8
Merchandising,1252,University of North Texas,Lauren,,Vasquez,1930530,3,average,TEACHER,PROFESSOR,3.0
Library Science,1252,University of North Texas,Elena,,Vassilieva,2366853,9,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Stephanie,,Vastine,2075131,20,good,TEACHER,PROFESSOR,4.7
Art Studio,1252,University of North Texas,Melody,,Vaughan,2005405,3,good,TEACHER,PROFESSOR,4.8
Communication,1252,University of North Texas,Holley,,Vaughn,1803062,34,good,TEACHER,PROFESSOR,3.5
Business,1252,University of North Texas,Richard,,Vedder,143258,46,poor,TEACHER,PROFESSOR,2.0
Computer Information Systems,1252,University of North Texas,Dick,,Vedder,2177857,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1252,University of North Texas,Ricardo,,Vela,2463049,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Luis,,Velarde,640472,8,poor,TEACHER,PROFESSOR,1.9
History,1252,University of North Texas,Olga,,Velikanova,1029179,17,average,TEACHER,PROFESSOR,3.2
Chemistry,1252,University of North Texas,Barney,,Venables,1478783,2,poor,TEACHER,PROFESSOR,2.2
Chemistry,1252,University of North Texas,Guido,,Verbeck,1633229,14,good,TEACHER,PROFESSOR,4.6
Educational Psychology,1252,University of North Texas,Azucena,,Verdin,2580597,1,good,TEACHER,PROFESSOR,5.0
Theater,1252,University of North Texas,Kenneth,,Verdugo,1462365,2,average,TEACHER,PROFESSOR,2.5
Mathematics,1252,University of North Texas,Ram,,Verma,2122107,1,average,TEACHER,PROFESSOR,2.5
Mathematics,1252,University of North Texas,Colin,,Vernooy,1425490,5,average,TEACHER,PROFESSOR,2.8
Business,1252,University of North Texas,Roxy,,Verrelli,2514133,2,good,TEACHER,PROFESSOR,4.5
Political Science,1252,University of North Texas,Diane,,Verrill,1709745,13,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Garret,,Vesely,2545708,1,poor,TEACHER,PROFESSOR,2.0
Anthropology,1252,University of North Texas,James,,Veteto,1640257,1,good,TEACHER,PROFESSOR,5.0
Elementary Education,1252,University of North Texas,Amanda,,Vickery,2559713,1,good,TEACHER,PROFESSOR,5.0
"Radio, TV & Film",1252,University of North Texas,Jacqueline,,Vickery,1814197,15,good,TEACHER,PROFESSOR,3.5
Spanish,1252,University of North Texas,Donny,,Vigil,1529188,2,good,TEACHER,PROFESSOR,3.8
Library Science,1252,University of North Texas,Michele,,Villagran,2092545,2,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Jonathan,,Villalobos,2629934,1,good,TEACHER,PROFESSOR,5.0
Design,1252,University of North Texas,David,Joshua,Villegas,2220116,2,good,TEACHER,PROFESSOR,3.5
Kinesiology,1252,University of North Texas,Jakob,,Vingren,1445660,12,average,TEACHER,PROFESSOR,3.3
Accounting,1252,University of North Texas,Jeremy,,Vinson,1746704,9,good,TEACHER,PROFESSOR,4.7
Music,1252,University of North Texas,Vivek,,Virani,2172897,5,good,TEACHER,PROFESSOR,3.6
Spanish,1252,University of North Texas,Iris,,Viruet-Rosa,2324007,14,poor,TEACHER,PROFESSOR,2.3
Education,1252,University of North Texas,William,,Visco,2502072,6,good,TEACHER,PROFESSOR,4.7
Business,1252,University of North Texas,Lucian,,Visinescu,1630698,5,poor,TEACHER,PROFESSOR,2.3
Music,1252,University of North Texas,Dominick,,Viviano,2651323,1,good,TEACHER,PROFESSOR,5.0
Music,1252,University of North Texas,Juan,,Vizcarra,2255854,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1252,University of North Texas,Andrey,,Voevodin,2143179,3,good,TEACHER,PROFESSOR,4.7
Accounting,1252,University of North Texas,Linda,,Voracek,2489654,7,good,TEACHER,PROFESSOR,5.0
Psychology,1252,University of North Texas,Mark,,Vosvick,380513,46,good,TEACHER,PROFESSOR,3.8
Fashion,1252,University of North Texas,Nga,Angie,Vu,2446502,4,poor,TEACHER,PROFESSOR,1.0
Spanish,1252,University of North Texas,Monica,,Vuksanovich ,1934702,10,good,TEACHER,PROFESSOR,4.5
Visual Arts,1252,University of North Texas,Amy,,Wachal,2369027,0,zero,TEACHER,PROFESSOR,N/A
Public Administration,1252,University of North Texas,David,,Wachira,1449103,2,good,TEACHER,PROFESSOR,4.2
Journalism,1252,University of North Texas,Lynn,,Wade,1252015,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Mark,,Wagenaar,1751032,11,good,TEACHER,PROFESSOR,4.6
English,1252,University of North Texas,Chelsea,M,Wagenaar,1791824,10,good,TEACHER,PROFESSOR,4.9
Journalism,1252,University of North Texas,Jaya,,Wagle,2353320,8,good,TEACHER,PROFESSOR,4.5
Learning Technologies,1252,University of North Texas,Beverly,Ann,Wagner,2504332,1,good,TEACHER,PROFESSOR,4.0
Logistics,1252,University of North Texas,Bryan,,Wahlberg,2086259,8,good,TEACHER,PROFESSOR,4.2
Spanish,1252,University of North Texas,Andrew,,Wahlert,1810400,28,good,TEACHER,PROFESSOR,4.2
Computer Applications,1252,University of North Texas,Jenny,,Wakefield,1790968,2,good,TEACHER,PROFESSOR,3.5
Library Science,1252,University of North Texas,Christine,,Walczyk,2188103,1,good,TEACHER,PROFESSOR,5.0
Spanish,1252,University of North Texas,Andrew,,Walhert,1851909,4,good,TEACHER,PROFESSOR,4.5
Fine Arts,1252,University of North Texas,Myra,,Walker,754966,3,good,TEACHER,PROFESSOR,3.5
Health Science,1252,University of North Texas,Ashley,,Walker,802811,7,good,TEACHER,PROFESSOR,4.4
Mathematics,1252,University of North Texas,Daniel,,Walker,862712,34,poor,TEACHER,PROFESSOR,2.3
Communication,1252,University of North Texas,Rebecca,,Walker,1459319,4,average,TEACHER,PROFESSOR,3.4
Recreation,1252,University of North Texas,Joesph,,Walker,1555123,7,good,TEACHER,PROFESSOR,3.5
Early Childhood Education,1252,University of North Texas,Karen,,Walker,1628567,0,zero,TEACHER,PROFESSOR,N/A
Physical Education,1252,University of North Texas,Taryn,,Walker,1707310,0,zero,TEACHER,PROFESSOR,N/A
"Radio, TV & Film",1252,University of North Texas,Rick,,Walker,1900841,9,good,TEACHER,PROFESSOR,4.6
Political Science,1252,University of North Texas,Lee,,Walker,2173098,11,good,TEACHER,PROFESSOR,4.2
Merchandising,1252,University of North Texas,Elena,,Walker,2277535,3,poor,TEACHER,PROFESSOR,2.3
Special Education,1252,University of North Texas,Christine,,Walker,2377851,1,good,TEACHER,PROFESSOR,4.0
English,1252,University of North Texas,Jackie,Whipple,Walker,2246922,16,good,TEACHER,PROFESSOR,4.4
Health,1252,University of North Texas,Laura,,Walker,1124774,9,good,TEACHER,PROFESSOR,4.2
Recreation,1252,University of North Texas,Laura,,Walker ,1947472,3,good,TEACHER,PROFESSOR,3.5
Criminal Justice,1252,University of North Texas,Robert,,Wall,2167271,16,average,TEACHER,PROFESSOR,3.1
Economics,1252,University of North Texas,Pat,,Wallace,848362,0,zero,TEACHER,PROFESSOR,N/A
Library Science,1252,University of North Texas,Randy,,Wallace,873740,7,good,TEACHER,PROFESSOR,3.6
Art,1252,University of North Texas,Christopher,,Wallace,1652510,1,good,TEACHER,PROFESSOR,4.0
History,1252,University of North Texas,Jennifer,,Wallach,1488616,18,good,TEACHER,PROFESSOR,4.4
Music,1252,University of North Texas,Brandi,,Waller-Pace,2656722,3,good,TEACHER,PROFESSOR,4.7
Film,1252,University of North Texas,Sandra,,Walsh,658166,3,good,TEACHER,PROFESSOR,4.0
Child Development,1252,University of North Texas,Bridget,,Walsh,1074913,2,good,TEACHER,PROFESSOR,4.8
Education,1252,University of North Texas,Marty,,Walter,1168187,0,zero,TEACHER,PROFESSOR,N/A
"Radio, TV & Film",1252,University of North Texas,David,,Walther,1238367,2,good,TEACHER,PROFESSOR,5.0
Engineering,1252,University of North Texas,Yan,,Wan,1546007,5,good,TEACHER,PROFESSOR,3.9
Communication,1252,University of North Texas,Zuoming,,Wang,1051220,11,poor,TEACHER,PROFESSOR,2.5
Mathematics,1252,University of North Texas,Jiaping,,Wang,1816311,1,poor,TEACHER,PROFESSOR,2.0
Chemistry,1252,University of North Texas,Hong,,Wang,2226670,1,good,TEACHER,PROFESSOR,4.0
Engineering,1252,University of North Texas,Shaojie,,Wang,2263775,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1252,University of North Texas,Haili,,Wang,2628476,2,poor,TEACHER,PROFESSOR,1.0
Library Science,1252,University of North Texas,Xin,,Wang,1913778,16,average,TEACHER,PROFESSOR,2.8
Mathematics,1252,University of North Texas,Xuexia,,Wang,2204187,6,average,TEACHER,PROFESSOR,3.3
Psychology  Sociology,1252,University of North Texas,Chia-Chih DC,,Wang,1982847,1,good,TEACHER,PROFESSOR,4.0
Engineering,1252,University of North Texas,Shuping,,Wang,2131760,3,average,TEACHER,PROFESSOR,3.3
Psychology,1252,University of North Texas,Chiachih,DC,Wang,1917053,12,good,TEACHER,PROFESSOR,4.0
Business,1252,University of North Texas,Tao,,Wang,2721417,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1252,University of North Texas,Hillary,Joiner,Wang,2410690,39,good,TEACHER,PROFESSOR,4.7
Hospitality,1252,University of North Texas,David,,Ward,1379311,0,zero,TEACHER,PROFESSOR,N/A
Philosophy,1252,University of North Texas,Nora,,Ward,1907969,10,good,TEACHER,PROFESSOR,4.8
English,1252,University of North Texas,William,,Warde,37532,9,poor,TEACHER,PROFESSOR,1.9
English,1252,University of North Texas,Christian,,Warlow,1265795,1,good,TEACHER,PROFESSOR,5.0
Media Arts,1252,University of North Texas,Nicole,,Warncke,2349622,1,good,TEACHER,PROFESSOR,5.0
Communication,1252,University of North Texas,Jenny,,Warren,318486,17,average,TEACHER,PROFESSOR,3.2
Computer Science,1252,University of North Texas,Scott,,Warren,944720,4,good,TEACHER,PROFESSOR,3.9
Psychology,1252,University of North Texas,Karolina,,Wartalowicz,2278306,3,good,TEACHER,PROFESSOR,5.0
Physics,1252,University of North Texas,Maitri,,Warusawithana,2465841,1,poor,TEACHER,PROFESSOR,1.0
Information Science,1252,University of North Texas,Adrianne,,Washburn,2203251,9,poor,TEACHER,PROFESSOR,2.0
Economics,1252,University of North Texas,Kaycee,,Washington,1723838,31,good,TEACHER,PROFESSOR,4.0
Public Administration,1252,University of North Texas,Federickia,,Washington,2164110,10,good,TEACHER,PROFESSOR,3.8
Criminal Justice,1252,University of North Texas,Ramona,,Washington,2446965,9,poor,TEACHER,PROFESSOR,1.6
Engineering,1252,University of North Texas,Mark,,Wasikowski,1861295,54,good,TEACHER,PROFESSOR,4.2
Anthropology,1252,University of North Texas,Christina,,Wasson,158869,6,good,TEACHER,PROFESSOR,4.0
Psychology,1252,University of North Texas,Ed,,Watkins,875788,23,good,TEACHER,PROFESSOR,4.5
Physics,1252,University of North Texas,Jordan,,Watkins,1826512,12,average,TEACHER,PROFESSOR,2.9
English,1252,University of North Texas,Emily,,Watkins-Allen,1227415,0,zero,TEACHER,PROFESSOR,N/A
Management,1252,University of North Texas,Warren,,Watson,1182058,9,poor,TEACHER,PROFESSOR,2.1
Education,1252,University of North Texas,Cindy,,Watson,2018574,2,average,TEACHER,PROFESSOR,3.0
Rehabilitative Studies,1252,University of North Texas,Caroline,,Watson,2659234,0,zero,TEACHER,PROFESSOR,N/A
Political Science,1252,University of North Texas,Wendy,,Watson,796194,83,good,TEACHER,PROFESSOR,4.5
Arts & Sciences,1252,University of North Texas,Susan,,Watson,2664104,3,good,TEACHER,PROFESSOR,5.0
Rehabilitation Counseling,1252,University of North Texas,Justin,,Watts,2300644,6,good,TEACHER,PROFESSOR,5.0
History,1252,University of North Texas,Geoffrey,,Wawro,850010,11,average,TEACHER,PROFESSOR,3.0
Fine Arts,1252,University of North Texas,Jennifer,,Way,1002,18,good,TEACHER,PROFESSOR,4.3
Information Science,1252,University of North Texas,Claudia,,Wayland,2080400,6,average,TEACHER,PROFESSOR,2.8
English,1252,University of North Texas,Adam,,Wear,2407935,2,good,TEACHER,PROFESSOR,4.5
Physics,1252,University of North Texas,Duncan,,Weathers,416200,39,good,TEACHER,PROFESSOR,3.5
Music,1252,University of North Texas,Jennifer,,Weaver,710017,7,good,TEACHER,PROFESSOR,3.5
Gerontology,1252,University of North Texas,Matthew,,Weaver,1333337,8,good,TEACHER,PROFESSOR,5.0
Journalism,1252,University of North Texas,Ben,,Weaver,1775766,1,good,TEACHER,PROFESSOR,4.0
Languages,1252,University of North Texas,Shelli,,Webb,397285,16,good,TEACHER,PROFESSOR,3.8
Emergency Management,1252,University of North Texas,Gary,,Webb,1866690,4,good,TEACHER,PROFESSOR,4.0
Chemistry,1252,University of North Texas,Rebecca,,Webb,2387151,0,zero,TEACHER,PROFESSOR,N/A
Entrepreneurship,1252,University of North Texas,Jae,,Webb,2395748,53,average,TEACHER,PROFESSOR,3.3
Psychology,1252,University of North Texas,Katherine,,Weber,1863306,11,good,TEACHER,PROFESSOR,4.3
German,1252,University of North Texas,Christoph,,Weber,1339212,10,good,TEACHER,PROFESSOR,4.5
Chemistry,1252,University of North Texas,Rebecca,,Weber,2113924,52,average,TEACHER,PROFESSOR,3.1
Counseling,1252,University of North Texas,Sara,,Weeks,2694068,1,good,TEACHER,PROFESSOR,5.0
Business,1252,University of North Texas,Xinyu,,Wei,2561021,1,good,TEACHER,PROFESSOR,5.0
Psychology,1252,University of North Texas,Gabby,,Weierbach,2724725,0,zero,TEACHER,PROFESSOR,N/A
Kinesiology,1252,University of North Texas,Karen,,Weiller,1140261,25,average,TEACHER,PROFESSOR,3.0
Economics,1252,University of North Texas,Bernard,,Weinstein,1235730,4,poor,TEACHER,PROFESSOR,2.0
Philosophy,1252,University of North Texas,Adam,,Weitzenfeld,1634534,7,poor,TEACHER,PROFESSOR,2.1
Business Law,1252,University of North Texas,Russell,,Welch,1083521,51,good,TEACHER,PROFESSOR,3.9
Management,1252,University of North Texas,Erin,,Welch,2015633,58,good,TEACHER,PROFESSOR,3.8
History,1252,University of North Texas,Courtney,,Welch,1291007,54,good,TEACHER,PROFESSOR,4.6
Biology,1252,University of North Texas,Lisa,renea,Welch,2643265,29,poor,TEACHER,PROFESSOR,1.6
English,1252,University of North Texas,Deanna,,Wells,973500,4,good,TEACHER,PROFESSOR,4.4
Women & Politics,1252,University of North Texas,Virginia,,Wells,1680290,1,average,TEACHER,PROFESSOR,2.5
Spanish,1252,University of North Texas,Talia,,Weltman-Cisneros,2200442,7,good,TEACHER,PROFESSOR,4.4
Statistics,1252,University of North Texas,Chao,,Wen,1405150,16,good,TEACHER,PROFESSOR,4.2
Hospitality,1252,University of North Texas,Han,,Wen,2214163,3,good,TEACHER,PROFESSOR,5.0
Mathematics,1252,University of North Texas,YU,,Weng,988403,23,average,TEACHER,PROFESSOR,2.6
Art,1252,University of North Texas,Joshua,,West,1546387,5,average,TEACHER,PROFESSOR,3.3
Learning Technologies,1252,University of North Texas,James,R,West,2007086,2,good,TEACHER,PROFESSOR,5.0
English,1252,University of North Texas,Kevin,,West,2442285,3,good,TEACHER,PROFESSOR,5.0
Dance,1252,University of North Texas,Lisa,,Westkaemper,1636205,1,good,TEACHER,PROFESSOR,5.0
Theater,1252,University of North Texas,Slore,,Westkamper,792663,5,good,TEACHER,PROFESSOR,3.5
Business,1252,University of North Texas,Susan,,Weston,1956397,1,good,TEACHER,PROFESSOR,4.0
Management,1252,University of North Texas,Cathy,,Westurn,2641563,7,good,TEACHER,PROFESSOR,3.5
Library Science,1252,University of North Texas,Maurice,,Wheeler,1157847,11,poor,TEACHER,PROFESSOR,1.9
English,1252,University of North Texas,Jacqueline,,Whipple-Walker,2229884,8,good,TEACHER,PROFESSOR,5.0
Writing,1252,University of North Texas,Dr.,,Whitby,1365457,5,average,TEACHER,PROFESSOR,2.9
Writing,1252,University of North Texas,Elizabeth,J.,Whitby,2013002,0,zero,TEACHER,PROFESSOR,N/A
Management,1252,University of North Texas,Richard E,,White,730143,17,average,TEACHER,PROFESSOR,3.2
Art,1252,University of North Texas,Murielle,,White,1494869,8,good,TEACHER,PROFESSOR,4.3
Communication,1252,University of North Texas,Chelsea,,White,2364265,0,zero,TEACHER,PROFESSOR,N/A
English,1252,University of North Texas,Paula,,White,2410480,5,average,TEACHER,PROFESSOR,3.0
Anthropology,1252,University of North Texas,john,,white,2564853,0,zero,TEACHER,PROFESSOR,N/A
Law,1252,University of North Texas,Kevin,,White,1561074,28,good,TEACHER,PROFESSOR,4.5
Computer Information Systems,1252,University of North Texas,Melody,,White,1193357,92,poor,TEACHER,PROFESSOR,2.3
Early Childhood Education,1252,University of North Texas,Christy,,White,2720885,0,zero,TEACHER,PROFESSOR,N/A
Art Education,1252,University of North Texas,Susan,,Whiteland,1502830,2,good,TEACHER,PROFESSOR,3.5
Business Law,1252,University of North Texas,Adam,T.,Whitten,2494709,15,average,TEACHER,PROFESSOR,3.3
Learning Technologies,1252,University of North Texas,Clifford,,Whitworth,2548917,4,good,TEACHER,PROFESSOR,5.0
Education,1252,University of North Texas,Carol,,Wickstrom,1004772,3,good,TEACHER,PROFESSOR,5.0
Accounting,1252,University of North Texas,Bob,,Widmer,1608988,5,average,TEACHER,PROFESSOR,3.2
Mathematics,1252,University of North Texas,Steven,,Widmer,1146199,95,average,TEACHER,PROFESSOR,3.3
